"SEQ #","W/H #","DEV ID","SYSFLG1","SYSFLG2","SYSFLG3","SYSFLG4","LOGIN ID","TR DATE(YMD)","TR TYPE","OPE SEQ #","RESULT","RSN CODE","TRUCK NO","CUST NO","SHIP NO","CHECK TYPE","SHIP P/N","SHIP QTY","TAG TYPE","P/N","CUST P/N","QTY","TAG SEQ #","SCAN DATE(YMD)","SCAN TIME"
"7239","01","K4"," "," "," "," ","1      ","20260304","1","0001","0","1000","0641516","10000800","00","1","JK214000-03300H","0000400","  ","               ","                         ","       ","       ","20260304","204453",""
"7240","01","K4"," "," "," "," ","1      ","20260304","1","0001","0","1000","0641515","10000800","00","1","JK214000-03300H","0000300","  ","               ","                         ","       ","       ","20260304","204456",""
"7241","01","K4"," "," "," "," ","1      ","20260304","1","0001","0","1000","0641514","10000800","00","1","JK214000-03300H","0000200","  ","               ","                         ","       ","       ","20260304","204458",""
"7242","01","K4"," "," "," "," ","1      ","20260304","1","0002","0","1000","0641516","10000800","00","1","               ","       ","  ","               ","                         ","       ","       ","20260304","205146",""
"7243","01","K4"," "," "," "," ","1      ","20260304","1","0003","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090394","20260304","205149",""
"7244","01","K4"," "," "," "," ","1      ","20260304","1","0004","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    723","20260304","205150",""
"7245","01","K4"," "," "," "," ","1      ","20260304","1","0005","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090179","20260304","205152",""
"7246","01","K4"," "," "," "," ","1      ","20260304","1","0006","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    727","20260304","205153",""
"7247","01","K4"," "," "," "," ","1      ","20260304","1","0007","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090364","20260304","205154",""
"7248","01","K4"," "," "," "," ","1      ","20260304","1","0008","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    731","20260304","205155",""
"7249","01","K4"," "," "," "," ","1      ","20260304","1","0009","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090310","20260304","205157",""
"7250","01","K4"," "," "," "," ","1      ","20260304","1","0010","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    735","20260304","205159",""
"7251","01","K4"," "," "," "," ","1      ","20260304","1","0011","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090303","20260304","205201",""
"7252","01","K4"," "," "," "," ","1      ","20260304","1","0012","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    739","20260304","205204",""
"7253","01","K4"," "," "," "," ","1      ","20260304","1","0013","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090405","20260304","205206",""
"7254","01","K4"," "," "," "," ","1      ","20260304","1","0014","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    743","20260304","205207",""
"7255","01","K4"," "," "," "," ","1      ","20260304","1","0015","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090165","20260304","205210",""
"7256","01","K4"," "," "," "," ","1      ","20260304","1","0016","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    740","20260304","205211",""
"7257","01","K4"," "," "," "," ","1      ","20260304","1","0017","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090221","20260304","205212",""
"7258","01","K4"," "," "," "," ","1      ","20260304","1","0018","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    744","20260304","205213",""
"7259","01","K4"," "," "," "," ","1      ","20260304","1","0019","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090381","20260304","205214",""
"7260","01","K4"," "," "," "," ","1      ","20260304","1","0020","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    707","20260304","205216",""
"7261","01","K4"," "," "," "," ","1      ","20260304","1","0021","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090302","20260304","205217",""
"7262","01","K4"," "," "," "," ","1      ","20260304","1","0022","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    711","20260304","205219",""
"7263","01","K4"," "," "," "," ","1      ","20260304","1","0023","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090292","20260304","205221",""
"7264","01","K4"," "," "," "," ","1      ","20260304","1","0024","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    715","20260304","205222",""
"7265","01","K4"," "," "," "," ","1      ","20260304","1","0025","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090205","20260304","205223",""
"7266","01","K4"," "," "," "," ","1      ","20260304","1","0026","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    719","20260304","205224",""
"7267","01","K4"," "," "," "," ","1      ","20260304","1","0027","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090257","20260304","205228",""
"7268","01","K4"," "," "," "," ","1      ","20260304","1","0028","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    710","20260304","205229",""
"7269","01","K4"," "," "," "," ","1      ","20260304","1","0029","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090185","20260304","205230",""
"7270","01","K4"," "," "," "," ","1      ","20260304","1","0030","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    714","20260304","205231",""
"7271","01","K4"," "," "," "," ","1      ","20260304","1","0031","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090402","20260304","205232",""
"7272","01","K4"," "," "," "," ","1      ","20260304","1","0032","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    718","20260304","205233",""
"7273","01","K4"," "," "," "," ","1      ","20260304","1","0033","0","2000","0641516","10000800","00","1","               ","       ","11","JK214000-03300H","31300-K2F-N811-M1        ","     10","0090363","20260304","205234",""
"7274","01","K4"," "," "," "," ","1      ","20260304","1","0034","0","3000","0641516","10000800","00","1","               ","       ","UR","JK214000-03300H","31300-K2F-N811-M1        ","0000010","    722","20260304","205235",""
