"SEQ #","W/H #","DEV ID","SYSFLG1","SYSFLG2","SYSFLG3","SYSFLG4","LOGIN ID","TR DATE(YMD)","TR TYPE","OPE SEQ #","RESULT","RSN CODE","TRUCK NO","CUST NO","SHIP NO","CHECK TYPE","SHIP P/N","SHIP QTY","TAG TYPE","P/N","CUST P/N","QTY","TAG SEQ #","SCAN DATE(YMD)","SCAN TIME"
"0304","01","00"," "," "," "," ","1      ","20250227","1","0001","0","1000","0631357","11000200","12","1","MA279800-34010Z","0000070","  ","               ","                         ","       ","       ","20250303","203628",""
"0305","01","00"," "," "," "," ","1      ","20250227","1","0001","0","1000","0631357","11000200","12","1","MA279800-37300Z","0000010","  ","               ","                         ","       ","       ","20250303","203628",""
"0306","01","00"," "," "," "," ","1      ","20250227","1","0002","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070055","20250303","203826",""
"0307","01","00"," "," "," "," ","1      ","20250227","1","0003","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    008","20250303","203827",""
"0308","01","00"," "," "," "," ","1      ","20250227","1","0004","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070072","20250303","203831",""
"0309","01","00"," "," "," "," ","1      ","20250227","1","0005","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    003","20250303","203832",""
"0310","01","00"," "," "," "," ","1      ","20250227","1","0006","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070057","20250303","203833",""
"0311","01","00"," "," "," "," ","1      ","20250227","1","0007","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    005","20250303","203835",""
"0312","01","00"," "," "," "," ","1      ","20250227","1","0008","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070074","20250303","203840",""
"0313","01","00"," "," "," "," ","1      ","20250227","1","0009","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    007","20250303","203841",""
"0314","01","00"," "," "," "," ","1      ","20250227","1","0010","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070059","20250303","203849",""
"0315","01","00"," "," "," "," ","1      ","20250227","1","0011","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    006","20250303","203850",""
"0316","01","00"," "," "," "," ","1      ","20250227","1","0012","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070006","20250303","203852",""
"0317","01","00"," "," "," "," ","1      ","20250227","1","0013","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    004","20250303","203853",""
"0318","01","00"," "," "," "," ","1      ","20250227","1","0014","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-34010Z","PAB1-18-881              ","     10","0070065","20250303","203855",""
"0319","01","00"," "," "," "," ","1      ","20250227","1","0015","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-34010Z","PAB1-18-881              ","0000010","    002","20250303","203856",""
"0320","01","00"," "," "," "," ","1      ","20250227","1","0016","0","2000","0631357","11000200","12","1","               ","       ","11","MA279800-37300Z","PA1S-18-881              ","     10","0070021","20250303","203857",""
"0321","01","00"," "," "," "," ","1      ","20250227","1","0017","0","3000","0631357","11000200","12","1","               ","       ","UR","MA279800-37300Z","PA1S-18-881              ","0000010","    612","20250303","203858",""
"0322","01","00"," "," "," "," ","1      ","20250227","3","0018","0","0000","0631357","11000200","12","1","               ","       ","  ","               ","                         ","       ","       ","20250303","203908",""
"0323","01","00"," "," "," "," ","1      ","20250227","1","0001","0","1000","0631397","11001100","00","E","AE168000-97000K","0000072","  ","               ","                         ","       ","       ","20250303","204426",""
"0324","01","00"," "," "," "," ","1      ","20250227","1","0002","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070212","20250303","204452",""
"0325","01","00"," "," "," "," ","1      ","20250227","1","0003","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111024","20250303","204454",""
"0326","01","00"," "," "," "," ","1      ","20250227","1","0004","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070190","20250303","204514",""
"0327","01","00"," "," "," "," ","1      ","20250227","1","0005","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111023","20250303","204515",""
"0328","01","00"," "," "," "," ","1      ","20250227","1","0006","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070293","20250303","204536",""
"0329","01","00"," "," "," "," ","1      ","20250227","1","0007","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111021","20250303","204537",""
"0330","01","00"," "," "," "," ","1      ","20250227","1","0008","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070066","20250303","204552",""
"0331","01","00"," "," "," "," ","1      ","20250227","1","0009","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111019","20250303","204553",""
"0332","01","00"," "," "," "," ","1      ","20250227","1","0010","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-59261              ","      8","0070005","20250303","204609",""
"0333","01","00"," "," "," "," ","1      ","20250227","1","0011","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111017","20250303","204612",""
"0334","01","00"," "," "," "," ","1      ","20250227","1","0012","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070280","20250303","204645",""
"0335","01","00"," "," "," "," ","1      ","20250227","1","0013","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111016","20250303","204647",""
"0336","01","00"," "," "," "," ","1      ","20250227","1","0014","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070277","20250303","204700",""
"0337","01","00"," "," "," "," ","1      ","20250227","1","0015","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111018","20250303","204701",""
"0338","01","00"," "," "," "," ","1      ","20250227","1","0016","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070193","20250303","204725",""
"0339","01","00"," "," "," "," ","1      ","20250227","1","0017","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111020","20250303","204729",""
"0340","01","00"," "," "," "," ","1      ","20250227","1","0018","0","2000","0631397","11001100","00","E","               ","       ","11","AE168000-97000K","5T078-5926-1             ","      8","0070276","20250303","204750",""
"0341","01","00"," "," "," "," ","1      ","20250227","1","0019","0","3000","0631397","11001100","00","E","               ","       ","CS","               ","5T07859261               ","       ","4111022","20250303","204751",""
"0342","01","00"," "," "," "," ","1      ","20250227","3","0020","0","0000","0631397","11001100","00","E","               ","       ","  ","               ","                         ","       ","       ","20250303","204754",""
